Portfolio,Stock,Weight_Pct,Return_Pct,Sharpe_Ratio,Risk_Volatility_Pct,Risk_MaxDrawdown_Pct
Low Turnover International 20,PYPL,7.95,126.3,1.36,287.3,100.0
Low Turnover International 20,HSBC,7.81,277.8,2.43,142.8,98.3
Low Turnover International 20,NVDA,4.34,362.1,1.75,202.1,99.9
Low Turnover International 20,GOOG,4.15,931.7,2.38,306.1,100.0
Low Turnover International 20,INTC,3.42,282.3,2.06,99.5,51.4
Swing Trading All 20,AXP,24.47,172.1,1.36,263.7,99.9
Swing Trading All 20,PYPL,24.47,126.3,1.36,287.3,100.0
Swing Trading All 20,BRKM6,24.47,28.2,1.23,35.3,24.3
Swing Trading All 20,INTC,14.38,282.3,2.06,99.5,51.4
Swing Trading All 20,MSFT,12.22,-1.4,0.61,273.6,100.0
Swing Trading Brazilian 20,BRKM6,100.0,28.2,1.23,35.3,24.3
Swing Trading International 20,AXP,27.46,172.1,1.36,263.7,99.9
Swing Trading International 20,PYPL,27.46,126.3,1.36,287.3,100.0
Swing Trading International 20,INTC,23.96,282.3,2.06,99.5,51.4
Swing Trading International 20,MSFT,21.12,-1.4,0.61,273.6,100.0
Risk Parity All 20,EBR,13.08,50.8,2.97,16.4,10.1
Risk Parity All 20,CPLE6,13.08,50.1,2.16,18.9,11.2
Risk Parity All 20,ELP,13.08,45.3,1.94,16.0,9.8
Risk Parity All 20,ALUP4,10.19,31.1,1.83,17.0,10.5
Risk Parity All 20,ELET3,6.19,292.7,2.46,49.9,32.6
Risk Parity All 20,BAC,5.26,196.9,2.94,98.3,72.3
Risk Parity All 20,ELET6,4.48,266.1,2.07,60.8,37.3
Risk Parity All 20,PSSA3,4.24,235.4,2.72,49.6,36.7
Risk Parity All 20,ENEV3,3.69,112.5,2.79,27.5,12.8
Risk Parity All 20,BPAN4,3.45,51.6,1.86,25.9,16.8
Risk Parity All 20,CPLE3,2.87,65.3,2.65,17.3,7.5
Risk Parity All 20,BRAP3,2.81,95.1,2.41,26.6,18.7
Risk Parity All 20,HSBC,2.63,277.8,2.43,142.8,98.3
Risk Parity All 20,PRIO3,2.55,263.2,2.83,110.8,59.4
Risk Parity All 20,UNIP6,2.52,315.8,2.34,73.5,42.2
Risk Parity All 20,TAEE11,2.45,136.8,2.27,36.1,22.1
Risk Parity All 20,ITUB4,2.33,170.1,2.79,36.4,20.0
Risk Parity All 20,GOOG,2.02,931.7,2.38,306.1,100.0
Risk Parity All 20,UNIP3,1.86,366.9,2.24,79.2,34.8
Risk Parity All 20,INTC,1.22,282.3,2.06,99.5,51.4
Risk Parity Brazilian 20,CPLE6,15.85,50.1,2.16,18.9,11.2
Risk Parity Brazilian 20,BRKM6,15.85,28.2,1.23,35.3,24.3
Risk Parity Brazilian 20,ALUP4,7.88,31.1,1.83,17.0,10.5
Risk Parity Brazilian 20,ELET3,6.22,292.7,2.46,49.9,32.6
Risk Parity Brazilian 20,ELET6,5.53,266.1,2.07,60.8,37.3
Risk Parity Brazilian 20,LEVE3,4.42,122.1,1.91,46.0,39.7
Risk Parity Brazilian 20,CMIG4,4.23,20.5,0.96,18.4,10.9
Risk Parity Brazilian 20,PSSA3,4.17,235.4,2.72,49.6,36.7
Risk Parity Brazilian 20,TAEE3,4.12,32.7,1.44,17.6,12.0
Risk Parity Brazilian 20,SANB4,3.8,42.1,1.34,29.5,21.0
Risk Parity Brazilian 20,BPAN4,3.77,51.6,1.86,25.9,16.8
Risk Parity Brazilian 20,ENEV3,3.77,112.5,2.79,27.5,12.8
Risk Parity Brazilian 20,CPLE3,3.43,65.3,2.65,17.3,7.5
Risk Parity Brazilian 20,BRAP3,3.1,95.1,2.41,26.6,18.7
Risk Parity Brazilian 20,UNIP6,2.55,315.8,2.34,73.5,42.2
Risk Parity Brazilian 20,PRIO3,2.44,263.2,2.83,110.8,59.4
Risk Parity Brazilian 20,GGBR3,2.42,30.2,0.87,33.4,29.1
Risk Parity Brazilian 20,ITUB4,2.4,170.1,2.79,36.4,20.0
Risk Parity Brazilian 20,TAEE11,2.17,136.8,2.27,36.1,22.1
Risk Parity Brazilian 20,UNIP3,1.89,366.9,2.24,79.2,34.8
Risk Parity International 20,LLY,17.01,-99.9,0.41,259.7,99.2
Risk Parity International 20,PBR-A,13.55,56.7,1.54,28.9,21.9
Risk Parity International 20,GOOG,12.03,931.7,2.38,306.1,100.0
Risk Parity International 20,JPM,9.19,-61.4,1.04,228.9,99.0
Risk Parity International 20,BAC,8.41,196.9,2.94,98.3,72.3
Risk Parity International 20,AAPL,4.98,-99.9,-0.17,286.0,99.9
Risk Parity International 20,AXP,4.44,172.1,1.36,263.7,99.9
Risk Parity International 20,PYPL,4.43,126.3,1.36,287.3,100.0
Risk Parity International 20,HSBC,4.43,277.8,2.43,142.8,98.3
Risk Parity International 20,NVDA,4.42,362.1,1.75,202.1,99.9
Risk Parity International 20,INTC,4.39,282.3,2.06,99.5,51.4
Risk Parity International 20,MSFT,4.37,-1.4,0.61,273.6,100.0
Risk Parity International 20,EBR,4.24,50.8,2.97,16.4,10.1
Risk Parity International 20,ELP,4.11,45.3,1.94,16.0,9.8
Max Sharpe All 20,CPLE3,12.5,65.3,2.65,17.3,7.5
Max Sharpe All 20,PSSA3,9.36,235.4,2.72,49.6,36.7
Max Sharpe All 20,BRAP3,8.51,95.1,2.41,26.6,18.7
Max Sharpe All 20,UNIP6,7.62,315.8,2.34,73.5,42.2
Max Sharpe All 20,UNIP3,7.07,366.9,2.24,79.2,34.8
Max Sharpe All 20,HSBC,7.0,277.8,2.43,142.8,98.3
Max Sharpe All 20,PRIO3,7.0,263.2,2.83,110.8,59.4
Max Sharpe All 20,INTC,7.0,282.3,2.06,99.5,51.4
Max Sharpe All 20,ELET6,6.13,266.1,2.07,60.8,37.3
Max Sharpe All 20,ITUB4,5.66,170.1,2.79,36.4,20.0
Max Sharpe All 20,TAEE11,5.59,136.8,2.27,36.1,22.1
Max Sharpe All 20,BAC,5.27,196.9,2.94,98.3,72.3
Max Sharpe All 20,GOOG,3.65,931.7,2.38,306.1,100.0
Max Sharpe All 20,ELET3,3.53,292.7,2.46,49.9,32.6
Max Sharpe All 20,LEVE3,1.11,122.1,1.91,46.0,39.7
Max Sharpe All 20,ENEV3,1.0,112.5,2.79,27.5,12.8
Max Sharpe All 20,ELP,0.5,45.3,1.94,16.0,9.8
Max Sharpe All 20,CPLE6,0.5,50.1,2.16,18.9,11.2
Max Sharpe All 20,ALUP4,0.5,31.1,1.83,17.0,10.5
Max Sharpe All 20,EBR,0.5,50.8,2.97,16.4,10.1
Max Sharpe Brazilian 20,CPLE3,12.5,65.3,2.65,17.3,7.5
Max Sharpe Brazilian 20,BPAN4,12.5,51.6,1.86,25.9,16.8
Max Sharpe Brazilian 20,BRAP3,8.51,95.1,2.41,26.6,18.7
Max Sharpe Brazilian 20,BBSE3,8.09,30.6,0.97,68.3,60.6
Max Sharpe Brazilian 20,UNIP6,7.62,315.8,2.34,73.5,42.2
Max Sharpe Brazilian 20,UNIP3,7.07,366.9,2.24,79.2,34.8
Max Sharpe Brazilian 20,BRKM6,7.06,28.2,1.23,35.3,24.3
Max Sharpe Brazilian 20,PRIO3,7.0,263.2,2.83,110.8,59.4
Max Sharpe Brazilian 20,ELET6,6.13,266.1,2.07,60.8,37.3
Max Sharpe Brazilian 20,ITUB4,5.66,170.1,2.79,36.4,20.0
Max Sharpe Brazilian 20,TAEE11,5.59,136.8,2.27,36.1,22.1
Max Sharpe Brazilian 20,SANB4,4.13,42.1,1.34,29.5,21.0
Max Sharpe Brazilian 20,ELET3,3.53,292.7,2.46,49.9,32.6
Max Sharpe Brazilian 20,LEVE3,1.11,122.1,1.91,46.0,39.7
Max Sharpe Brazilian 20,ENEV3,1.0,112.5,2.79,27.5,12.8
Max Sharpe Brazilian 20,PSSA3,0.5,235.4,2.72,49.6,36.7
Max Sharpe Brazilian 20,CPLE6,0.5,50.1,2.16,18.9,11.2
Max Sharpe Brazilian 20,ALUP4,0.5,31.1,1.83,17.0,10.5
Max Sharpe Brazilian 20,TAEE3,0.5,32.7,1.44,17.6,12.0
Max Sharpe Brazilian 20,CMIG4,0.5,20.5,0.96,18.4,10.9
Max Sharpe International 20,ELP,11.26,45.3,1.94,16.0,9.8
Max Sharpe International 20,EBR,10.49,50.8,2.97,16.4,10.1
Max Sharpe International 20,INTC,10.0,282.3,2.06,99.5,51.4
Max Sharpe International 20,HSBC,10.0,277.8,2.43,142.8,98.3
Max Sharpe International 20,PYPL,10.0,126.3,1.36,287.3,100.0
Max Sharpe International 20,MSFT,10.0,-1.4,0.61,273.6,100.0
Max Sharpe International 20,NVDA,10.0,362.1,1.75,202.1,99.9
Max Sharpe International 20,AXP,9.87,172.1,1.36,263.7,99.9
Max Sharpe International 20,BAC,5.27,196.9,2.94,98.3,72.3
Max Sharpe International 20,JPM,4.77,-61.4,1.04,228.9,99.0
Max Sharpe International 20,GOOG,3.65,931.7,2.38,306.1,100.0
Max Sharpe International 20,PBR-A,3.27,56.7,1.54,28.9,21.9
Max Sharpe International 20,LLY,0.71,-99.9,0.41,259.7,99.2
Max Sharpe International 20,AAPL,0.71,-99.9,-0.17,286.0,99.9
Min Variance All 20,INTC,7.0,282.3,2.06,99.5,51.4
Min Variance All 20,PRIO3,6.71,263.2,2.83,110.8,59.4
Min Variance All 20,HSBC,6.44,277.8,2.43,142.8,98.3
Min Variance All 20,UNIP6,6.36,315.8,2.34,73.5,42.2
Min Variance All 20,PYPL,6.25,126.3,1.36,287.3,100.0
Min Variance All 20,UNIP3,6.25,366.9,2.24,79.2,34.8
Min Variance All 20,MSFT,6.22,-1.4,0.61,273.6,100.0
Min Variance All 20,ELET6,6.13,266.1,2.07,60.8,37.3
Min Variance All 20,NVDA,6.06,362.1,1.75,202.1,99.9
Min Variance All 20,BBSE3,6.0,30.6,0.97,68.3,60.6
Min Variance All 20,PSSA3,5.94,235.4,2.72,49.6,36.7
Min Variance All 20,ITUB4,5.66,170.1,2.79,36.4,20.0
Min Variance All 20,AXP,5.63,172.1,1.36,263.7,99.9
Min Variance All 20,BAC,5.27,196.9,2.94,98.3,72.3
Min Variance All 20,JPM,4.77,-61.4,1.04,228.9,99.0
Min Variance All 20,GOOG,3.65,931.7,2.38,306.1,100.0
Min Variance All 20,ELET3,3.53,292.7,2.46,49.9,32.6
Min Variance All 20,LEVE3,1.11,122.1,1.91,46.0,39.7
Min Variance All 20,AAPL,0.5,-99.9,-0.17,286.0,99.9
Min Variance All 20,LLY,0.5,-99.9,0.41,259.7,99.2
Min Variance Brazilian 20,BPAN4,12.5,51.6,1.86,25.9,16.8
Min Variance Brazilian 20,BRKM6,9.98,28.2,1.23,35.3,24.3
Min Variance Brazilian 20,BRAP3,8.51,95.1,2.41,26.6,18.7
Min Variance Brazilian 20,GGBR3,8.39,30.2,0.87,33.4,29.1
Min Variance Brazilian 20,BBSE3,8.09,30.6,0.97,68.3,60.6
Min Variance Brazilian 20,UNIP6,7.62,315.8,2.34,73.5,42.2
Min Variance Brazilian 20,UNIP3,7.07,366.9,2.24,79.2,34.8
Min Variance Brazilian 20,PRIO3,7.0,263.2,2.83,110.8,59.4
Min Variance Brazilian 20,ELET6,6.13,266.1,2.07,60.8,37.3
Min Variance Brazilian 20,ITUB4,5.66,170.1,2.79,36.4,20.0
Min Variance Brazilian 20,TAEE11,5.59,136.8,2.27,36.1,22.1
Min Variance Brazilian 20,SANB4,4.13,42.1,1.34,29.5,21.0
Min Variance Brazilian 20,ELET3,3.53,292.7,2.46,49.9,32.6
Min Variance Brazilian 20,LEVE3,1.11,122.1,1.91,46.0,39.7
Min Variance Brazilian 20,TAEE3,1.03,32.7,1.44,17.6,12.0
Min Variance Brazilian 20,EALT4,1.0,13.3,0.59,33.7,37.3
Min Variance Brazilian 20,ENEV3,1.0,112.5,2.79,27.5,12.8
Min Variance Brazilian 20,PSSA3,0.66,235.4,2.72,49.6,36.7
Min Variance Brazilian 20,CPLE6,0.5,50.1,2.16,18.9,11.2
Min Variance Brazilian 20,CMIG4,0.5,20.5,0.96,18.4,10.9
Min Variance International 20,INTC,10.0,282.3,2.06,99.5,51.4
Min Variance International 20,HSBC,10.0,277.8,2.43,142.8,98.3
Min Variance International 20,PYPL,10.0,126.3,1.36,287.3,100.0
Min Variance International 20,MSFT,9.98,-1.4,0.61,273.6,100.0
Min Variance International 20,NVDA,9.91,362.1,1.75,202.1,99.9
Min Variance International 20,EBR,9.85,50.8,2.97,16.4,10.1
Min Variance International 20,ELP,9.76,45.3,1.94,16.0,9.8
Min Variance International 20,AXP,9.62,172.1,1.36,263.7,99.9
Min Variance International 20,BAC,5.27,196.9,2.94,98.3,72.3
Min Variance International 20,JPM,4.77,-61.4,1.04,228.9,99.0
Min Variance International 20,GOOG,3.65,931.7,2.38,306.1,100.0
Min Variance International 20,PBR-A,3.27,56.7,1.54,28.9,21.9
Min Variance International 20,LLY,3.2,-99.9,0.41,259.7,99.2
Min Variance International 20,AAPL,0.71,-99.9,-0.17,286.0,99.9
Max Diversification All 20,LLY,15.47,-99.9,0.41,259.7,99.2
Max Diversification All 20,LEVE3,15.47,122.1,1.91,46.0,39.7
Max Diversification All 20,EALT4,15.47,13.3,0.59,33.7,37.3
Max Diversification All 20,GOOG,5.12,931.7,2.38,306.1,100.0
Max Diversification All 20,JPM,3.9,-61.4,1.04,228.9,99.0
Max Diversification All 20,AXP,3.81,172.1,1.36,263.7,99.9
Max Diversification All 20,BAC,3.59,196.9,2.94,98.3,72.3
Max Diversification All 20,CPLE6,3.48,50.1,2.16,18.9,11.2
Max Diversification All 20,BRKM6,3.26,28.2,1.23,35.3,24.3
Max Diversification All 20,BBSE3,3.22,30.6,0.97,68.3,60.6
Max Diversification All 20,NVDA,3.05,362.1,1.75,202.1,99.9
Max Diversification All 20,PYPL,2.91,126.3,1.36,287.3,100.0
Max Diversification All 20,UNIP3,2.9,366.9,2.24,79.2,34.8
Max Diversification All 20,UNIP6,2.79,315.8,2.34,73.5,42.2
Max Diversification All 20,MSFT,2.77,-1.4,0.61,273.6,100.0
Max Diversification All 20,PRIO3,2.71,263.2,2.83,110.8,59.4
Max Diversification All 20,HSBC,2.7,277.8,2.43,142.8,98.3
Max Diversification All 20,INTC,2.67,282.3,2.06,99.5,51.4
Max Diversification All 20,BRAP3,2.55,95.1,2.41,26.6,18.7
Max Diversification All 20,AAPL,2.17,-99.9,-0.17,286.0,99.9
Max Diversification Brazilian 20,CPLE6,14.79,50.1,2.16,18.9,11.2
Max Diversification Brazilian 20,BRKM6,13.01,28.2,1.23,35.3,24.3
Max Diversification Brazilian 20,EALT4,9.56,13.3,0.59,33.7,37.3
Max Diversification Brazilian 20,ALUP4,7.76,31.1,1.83,17.0,10.5
Max Diversification Brazilian 20,ELET3,6.98,292.7,2.46,49.9,32.6
Max Diversification Brazilian 20,ELET6,5.86,266.1,2.07,60.8,37.3
Max Diversification Brazilian 20,LEVE3,4.91,122.1,1.91,46.0,39.7
Max Diversification Brazilian 20,CMIG4,3.93,20.5,0.96,18.4,10.9
Max Diversification Brazilian 20,TAEE3,3.91,32.7,1.44,17.6,12.0
Max Diversification Brazilian 20,SANB4,3.82,42.1,1.34,29.5,21.0
Max Diversification Brazilian 20,ENEV3,3.68,112.5,2.79,27.5,12.8
Max Diversification Brazilian 20,BPAN4,3.19,51.6,1.86,25.9,16.8
Max Diversification Brazilian 20,PSSA3,2.87,235.4,2.72,49.6,36.7
Max Diversification Brazilian 20,BBSE3,2.61,30.6,0.97,68.3,60.6
Max Diversification Brazilian 20,BRAP3,2.56,95.1,2.41,26.6,18.7
Max Diversification Brazilian 20,UNIP6,2.36,315.8,2.34,73.5,42.2
Max Diversification Brazilian 20,PRIO3,2.23,263.2,2.83,110.8,59.4
Max Diversification Brazilian 20,GGBR3,2.21,30.2,0.87,33.4,29.1
Max Diversification Brazilian 20,ITUB4,2.12,170.1,2.79,36.4,20.0
Max Diversification Brazilian 20,UNIP3,1.64,366.9,2.24,79.2,34.8
Max Diversification International 20,LLY,17.01,-99.9,0.41,259.7,99.2
Max Diversification International 20,PBR-A,13.55,56.7,1.54,28.9,21.9
Max Diversification International 20,GOOG,12.03,931.7,2.38,306.1,100.0
Max Diversification International 20,JPM,9.19,-61.4,1.04,228.9,99.0
Max Diversification International 20,BAC,8.41,196.9,2.94,98.3,72.3
Max Diversification International 20,AAPL,4.98,-99.9,-0.17,286.0,99.9
Max Diversification International 20,AXP,4.44,172.1,1.36,263.7,99.9
Max Diversification International 20,PYPL,4.43,126.3,1.36,287.3,100.0
Max Diversification International 20,HSBC,4.43,277.8,2.43,142.8,98.3
Max Diversification International 20,NVDA,4.42,362.1,1.75,202.1,99.9
Max Diversification International 20,INTC,4.39,282.3,2.06,99.5,51.4
Max Diversification International 20,MSFT,4.37,-1.4,0.61,273.6,100.0
Max Diversification International 20,EBR,4.24,50.8,2.97,16.4,10.1
Max Diversification International 20,ELP,4.11,45.3,1.94,16.0,9.8
Concentrated All 20,GOOG,12.5,931.7,2.38,306.1,100.0
Concentrated All 20,UNIP3,12.5,366.9,2.24,79.2,34.8
Concentrated All 20,PRIO3,12.5,263.2,2.83,110.8,59.4
Concentrated All 20,UNIP6,12.5,315.8,2.34,73.5,42.2
Concentrated All 20,ELET3,12.5,292.7,2.46,49.9,32.6
Concentrated All 20,HSBC,12.5,277.8,2.43,142.8,98.3
Concentrated All 20,PSSA3,12.5,235.4,2.72,49.6,36.7
Concentrated All 20,BAC,12.5,196.9,2.94,98.3,72.3
Concentrated Brazilian 20,UNIP3,12.5,366.9,2.24,79.2,34.8
Concentrated Brazilian 20,PRIO3,12.5,263.2,2.83,110.8,59.4
Concentrated Brazilian 20,UNIP6,12.5,315.8,2.34,73.5,42.2
Concentrated Brazilian 20,ELET3,12.5,292.7,2.46,49.9,32.6
Concentrated Brazilian 20,PSSA3,12.5,235.4,2.72,49.6,36.7
Concentrated Brazilian 20,ELET6,12.5,266.1,2.07,60.8,37.3
Concentrated Brazilian 20,ITUB4,12.5,170.1,2.79,36.4,20.0
Concentrated Brazilian 20,ENEV3,12.5,112.5,2.79,27.5,12.8
Concentrated International 20,GOOG,12.5,931.7,2.38,306.1,100.0
Concentrated International 20,HSBC,12.5,277.8,2.43,142.8,98.3
Concentrated International 20,BAC,12.5,196.9,2.94,98.3,72.3
Concentrated International 20,NVDA,12.5,362.1,1.75,202.1,99.9
Concentrated International 20,INTC,12.5,282.3,2.06,99.5,51.4
Concentrated International 20,EBR,12.5,50.8,2.97,16.4,10.1
Concentrated International 20,AXP,12.5,172.1,1.36,263.7,99.9
Concentrated International 20,PYPL,12.5,126.3,1.36,287.3,100.0
Mega Diversified All 20,INTC,7.0,282.3,2.06,99.5,51.4
Mega Diversified All 20,PRIO3,6.67,263.2,2.83,110.8,59.4
Mega Diversified All 20,HSBC,6.4,277.8,2.43,142.8,98.3
Mega Diversified All 20,UNIP6,6.32,315.8,2.34,73.5,42.2
Mega Diversified All 20,PYPL,6.2,126.3,1.36,287.3,100.0
Mega Diversified All 20,UNIP3,6.2,366.9,2.24,79.2,34.8
Mega Diversified All 20,MSFT,6.18,-1.4,0.61,273.6,100.0
Mega Diversified All 20,ELET6,6.13,266.1,2.07,60.8,37.3
Mega Diversified All 20,GGBR3,6.1,30.2,0.87,33.4,29.1
Mega Diversified All 20,NVDA,6.02,362.1,1.75,202.1,99.9
Mega Diversified All 20,BBSE3,5.95,30.6,0.97,68.3,60.6
Mega Diversified All 20,PSSA3,5.9,235.4,2.72,49.6,36.7
Mega Diversified All 20,AXP,5.59,172.1,1.36,263.7,99.9
Mega Diversified All 20,BAC,5.27,196.9,2.94,98.3,72.3
Mega Diversified All 20,JPM,4.77,-61.4,1.04,228.9,99.0
Mega Diversified All 20,GOOG,3.65,931.7,2.38,306.1,100.0
Mega Diversified All 20,ELET3,3.53,292.7,2.46,49.9,32.6
Mega Diversified All 20,LEVE3,1.11,122.1,1.91,46.0,39.7
Mega Diversified All 20,AAPL,0.5,-99.9,-0.17,286.0,99.9
Mega Diversified All 20,LLY,0.5,-99.9,0.41,259.7,99.2
Mega Diversified Brazilian 20,CPLE3,12.5,65.3,2.65,17.3,7.5
Mega Diversified Brazilian 20,BRKM6,9.98,28.2,1.23,35.3,24.3
Mega Diversified Brazilian 20,BRAP3,8.51,95.1,2.41,26.6,18.7
Mega Diversified Brazilian 20,GGBR3,8.39,30.2,0.87,33.4,29.1
Mega Diversified Brazilian 20,UNIP6,7.62,315.8,2.34,73.5,42.2
Mega Diversified Brazilian 20,BPAN4,7.27,51.6,1.86,25.9,16.8
Mega Diversified Brazilian 20,UNIP3,7.07,366.9,2.24,79.2,34.8
Mega Diversified Brazilian 20,PRIO3,7.0,263.2,2.83,110.8,59.4
Mega Diversified Brazilian 20,ELET6,6.13,266.1,2.07,60.8,37.3
Mega Diversified Brazilian 20,ITUB4,5.66,170.1,2.79,36.4,20.0
Mega Diversified Brazilian 20,TAEE11,5.59,136.8,2.27,36.1,22.1
Mega Diversified Brazilian 20,SANB4,4.13,42.1,1.34,29.5,21.0
Mega Diversified Brazilian 20,ELET3,3.53,292.7,2.46,49.9,32.6
Mega Diversified Brazilian 20,BBSE3,2.03,30.6,0.97,68.3,60.6
Mega Diversified Brazilian 20,LEVE3,1.11,122.1,1.91,46.0,39.7
Mega Diversified Brazilian 20,ENEV3,1.0,112.5,2.79,27.5,12.8
Mega Diversified Brazilian 20,EALT4,0.98,13.3,0.59,33.7,37.3
Mega Diversified Brazilian 20,CMIG4,0.5,20.5,0.96,18.4,10.9
Mega Diversified Brazilian 20,TAEE3,0.5,32.7,1.44,17.6,12.0
Mega Diversified Brazilian 20,PSSA3,0.5,235.4,2.72,49.6,36.7
Mega Diversified International 20,PYPL,10.0,126.3,1.36,287.3,100.0
Mega Diversified International 20,HSBC,10.0,277.8,2.43,142.8,98.3
Mega Diversified International 20,INTC,10.0,282.3,2.06,99.5,51.4
Mega Diversified International 20,MSFT,9.98,-1.4,0.61,273.6,100.0
Mega Diversified International 20,NVDA,9.91,362.1,1.75,202.1,99.9
Mega Diversified International 20,EBR,9.85,50.8,2.97,16.4,10.1
Mega Diversified International 20,ELP,9.76,45.3,1.94,16.0,9.8
Mega Diversified International 20,AXP,9.62,172.1,1.36,263.7,99.9
Mega Diversified International 20,BAC,5.27,196.9,2.94,98.3,72.3
Mega Diversified International 20,JPM,4.77,-61.4,1.04,228.9,99.0
Mega Diversified International 20,GOOG,3.65,931.7,2.38,306.1,100.0
Mega Diversified International 20,PBR-A,3.27,56.7,1.54,28.9,21.9
Mega Diversified International 20,LLY,3.2,-99.9,0.41,259.7,99.2
Mega Diversified International 20,AAPL,0.71,-99.9,-0.17,286.0,99.9
Barbell All 20,ENEV3,13.53,112.5,2.79,27.5,12.8
Barbell All 20,BAC,11.11,196.9,2.94,98.3,72.3
Barbell All 20,SANB4,10.85,42.1,1.34,29.5,21.0
Barbell All 20,PRIO3,8.54,263.2,2.83,110.8,59.4
Barbell All 20,PYPL,7.96,126.3,1.36,287.3,100.0
Barbell All 20,BBSE3,7.59,30.6,0.97,68.3,60.6
Barbell All 20,BRAP3,6.63,95.1,2.41,26.6,18.7
Barbell All 20,BPAN4,6.55,51.6,1.86,25.9,16.8
Barbell All 20,CPLE3,6.11,65.3,2.65,17.3,7.5
Barbell All 20,HSBC,5.92,277.8,2.43,142.8,98.3
Barbell All 20,GOOG,5.76,931.7,2.38,306.1,100.0
Barbell All 20,NVDA,3.75,362.1,1.75,202.1,99.9
Barbell All 20,INTC,3.22,282.3,2.06,99.5,51.4
Barbell All 20,MSFT,2.48,-1.4,0.61,273.6,100.0
Barbell Brazilian 20,CPLE6,20.5,50.1,2.16,18.9,11.2
Barbell Brazilian 20,ALUP4,13.72,31.1,1.83,17.0,10.5
Barbell Brazilian 20,SANB4,8.91,42.1,1.34,29.5,21.0
Barbell Brazilian 20,BPAN4,8.79,51.6,1.86,25.9,16.8
Barbell Brazilian 20,TAEE3,8.59,32.7,1.44,17.6,12.0
Barbell Brazilian 20,CPLE3,7.73,65.3,2.65,17.3,7.5
Barbell Brazilian 20,ENEV3,7.53,112.5,2.79,27.5,12.8
Barbell Brazilian 20,BRAP3,7.31,95.1,2.41,26.6,18.7
Barbell Brazilian 20,CMIG4,6.64,20.5,0.96,18.4,10.9
Barbell Brazilian 20,BBSE3,5.96,30.6,0.97,68.3,60.6
Barbell Brazilian 20,PRIO3,4.31,263.2,2.83,110.8,59.4
Barbell International 20,LLY,17.15,-99.9,0.41,259.7,99.2
Barbell International 20,GOOG,15.42,931.7,2.38,306.1,100.0
Barbell International 20,JPM,11.69,-61.4,1.04,228.9,99.0
Barbell International 20,BAC,11.1,196.9,2.94,98.3,72.3
Barbell International 20,AXP,7.91,172.1,1.36,263.7,99.9
Barbell International 20,ELP,5.92,45.3,1.94,16.0,9.8
Barbell International 20,EBR,5.66,50.8,2.97,16.4,10.1
Barbell International 20,MSFT,5.2,-1.4,0.61,273.6,100.0
Barbell International 20,PYPL,5.05,126.3,1.36,287.3,100.0
Barbell International 20,HSBC,5.02,277.8,2.43,142.8,98.3
Barbell International 20,NVDA,4.97,362.1,1.75,202.1,99.9
Barbell International 20,INTC,4.9,282.3,2.06,99.5,51.4
Inverse Vol All 20,ELP,9.95,45.3,1.94,16.0,9.8
Inverse Vol All 20,EBR,9.74,50.8,2.97,16.4,10.1
Inverse Vol All 20,ALUP4,9.38,31.1,1.83,17.0,10.5
Inverse Vol All 20,CPLE3,9.23,65.3,2.65,17.3,7.5
Inverse Vol All 20,CMIG4,8.66,20.5,0.96,18.4,10.9
Inverse Vol All 20,CPLE6,8.45,50.1,2.16,18.9,11.2
Inverse Vol All 20,BPAN4,6.15,51.6,1.86,25.9,16.8
Inverse Vol All 20,BRAP3,5.99,95.1,2.41,26.6,18.7
Inverse Vol All 20,ENEV3,5.79,112.5,2.79,27.5,12.8
Inverse Vol All 20,GGBR3,4.78,30.2,0.87,33.4,29.1
Inverse Vol All 20,EALT4,4.74,13.3,0.59,33.7,37.3
Inverse Vol All 20,BRKM6,4.53,28.2,1.23,35.3,24.3
Inverse Vol All 20,ELET3,3.2,292.7,2.46,49.9,32.6
Inverse Vol All 20,ELET6,2.63,266.1,2.07,60.8,37.3
Inverse Vol All 20,BBSE3,2.34,30.6,0.97,68.3,60.6
Inverse Vol All 20,BAC,1.62,196.9,2.94,98.3,72.3
Inverse Vol All 20,HSBC,1.12,277.8,2.43,142.8,98.3
Inverse Vol All 20,AXP,0.61,172.1,1.36,263.7,99.9
Inverse Vol All 20,AAPL,0.56,-99.9,-0.17,286.0,99.9
Inverse Vol All 20,GOOG,0.52,931.7,2.38,306.1,100.0
Inverse Vol Brazilian 20,ALUP4,8.74,31.1,1.83,17.0,10.5
Inverse Vol Brazilian 20,CPLE3,8.61,65.3,2.65,17.3,7.5
Inverse Vol Brazilian 20,TAEE3,8.47,32.7,1.44,17.6,12.0
Inverse Vol Brazilian 20,CMIG4,8.07,20.5,0.96,18.4,10.9
Inverse Vol Brazilian 20,CPLE6,7.88,50.1,2.16,18.9,11.2
Inverse Vol Brazilian 20,BPAN4,5.74,51.6,1.86,25.9,16.8
Inverse Vol Brazilian 20,BRAP3,5.58,95.1,2.41,26.6,18.7
Inverse Vol Brazilian 20,ENEV3,5.4,112.5,2.79,27.5,12.8
Inverse Vol Brazilian 20,SANB4,5.04,42.1,1.34,29.5,21.0
Inverse Vol Brazilian 20,GGBR3,4.46,30.2,0.87,33.4,29.1
Inverse Vol Brazilian 20,EALT4,4.42,13.3,0.59,33.7,37.3
Inverse Vol Brazilian 20,BRKM6,4.22,28.2,1.23,35.3,24.3
